site_name,year,ndvi_slope,ndvi_intercept,evi_slope,evi_intercept,grvi_slope,grvi_intercept,rsr_slope,rsr_intercept,ndii_slope,ndii_intercept,nbr_slope,nbr_intercept,kttc_grn_slope,kttc_grn_intercept,kttc_wet_slope,kttc_wet_intercept,cone_count_stdv,mast_year,mast_rel_year
CHITTY,1991,-0.0004434298830902801,0.6848540050365584,-0.0004615038471064391,0.3751328415878268,-0.0013324969689989478,0.38257118154685865,0.0236471735942656,-4.9007967716566405,-0.00025273453884751447,0.3486114755366354,-0.0002957374151533465,0.605933516433939,-0.0002795916289871337,0.1499942280605694,4.637087573227815e-05,-0.05451469448984708,-0.4101931655635645,0,none
CHITTY,1992,-0.0018696280271212548,0.9040946584578973,-0.0011037296940007105,0.49489239399465923,-0.00033666805616013864,0.11949299799890686,-0.05135486025054912,12.854535389639942,0.0013139660595946094,-0.014802646285302368,0.000981838433367032,0.3021279017607388,-0.0004065855987774524,0.16753852064080793,0.0005478964789991581,-0.163929084752867,-0.25069552283770874,0,none
CHITTY,1993,-0.0014126256925952319,0.8501481982776022,-0.00234079306673453,0.7736201870132888,-0.0010312493795190149,0.255975328845083,-0.04085020858783369,11.538076175780404,-0.003963844908426838,1.11269460891853,-0.003786208040371477,1.3363271590740016,-0.000856464635110934,0.2724049560940085,-0.0005399220832255281,0.06760074981576378,-0.37447796715103454,0,none
CHITTY,1994,-0.0003300459648262,0.6501845606598632,-0.00029302657893171035,0.33070302658498407,0.00024796671014796806,0.012083331953699109,-0.07421004816624953,17.384332719207315,0.0007205494563440074,0.11340857556875306,0.0009673272656671207,0.30829328078046414,-0.0001438312995549841,0.11508269065457863,0.00022239248606765032,-0.09550450062558911,-0.3929140651970463,0,none
CHITTY,1996,-3.092975556441731e-05,0.571396416739467,-0.0006792842000813021,0.37989339044233883,0.000255106844757479,-0.008203208854643484,-0.06561108758886698,17.004432508478605,0.001698339627584321,-0.18479331500868756,0.0017014502020701958,0.0627633734766978,-0.00022419943857259687,0.12030253879584715,0.0005680967690154133,-0.1849796327336503,-0.4140849602297312,0,-2
CHITTY,1998,0.0016615323844148206,0.16984265126508213,-0.000493836127794336,0.3444953759746636,-0.0004125774852052137,0.13503965642856175,0.013201147782794444,0.20075753073102742,0.0008821833122247668,-0.016219551045593583,0.0010305706185146602,0.20381886055473575,0.00010123614283224927,0.047648391632574894,0.00028158527977172607,-0.12331110178797447,4.05700429916905,1,0
CHITTY,1999,0.00013831524521304601,0.5039252422929019,-0.0008087353021649039,0.41823199614993634,-0.0006358702289281496,0.18730485038977696,-0.05882888551310489,14.134684055588913,0.001732020141669989,-0.1844172039399703,0.0015386646212673192,0.10265206733728771,-0.00014542647766397146,0.10217716270025623,0.0005920485460841648,-0.1891262973601279,-0.3986497769085421,0,1
CHITTY,2000,0.0010435631819721083,0.3870848879573172,-9.530800122774588e-05,0.28832592456405237,0.0003517961274032929,-0.016173399903813113,-0.00616897663855398,4.839423858519906,0.0019926059930680433,-0.21744899712082888,0.002083706885061874,0.01175384079886621,1.147558125375145e-05,0.08046947920787434,0.0004894741454085723,-0.16651114729836172,-0.4131635925546204,0,none
CHITTY,2001,0.0010579795592194022,0.42456576987276007,-0.0012534506262573196,0.5605111931458708,0.0013379673237127018,-0.20357814336541716,0.01185550595548994,1.84589596125128,0.002471042978437612,-0.2891538635394585,0.003288581432493635,-0.20421673936751783,-0.0005576916615533117,0.21196434370821948,0.0010949938026448888,-0.29468384219918975,-0.3994627831423196,0,none
CHITTY,2002,-2.5721823676082018e-05,0.6199575179310863,-0.0001616023396481905,0.2825065983710082,-0.00021554827160219882,0.09199111036281425,-0.03208122843724417,9.87747597442746,0.0009526699225763154,0.04766236301488053,0.000788582095770936,0.33101240164463774,-4.310766086829679e-05,0.08627316626095677,0.00014102933316779203,-0.07479065838326512,-0.02504221573695692,0,none
CHITTY,2003,-0.0017764773452402364,0.9639073137734795,-0.0011469696895942375,0.48903093255516183,-0.0005321499456413371,0.1706610982666521,-0.0342009595206229,10.61487702451362,0.0011860221388148551,-0.01967631452304347,0.0009504966030155434,0.27288952570552694,-0.0003987941698784969,0.16018241905838593,0.00043448760194937257,-0.13803862910302803,-0.3484683851627555,0,none
CHITTY,2004,-0.0006293977871992444,0.706000485369076,-0.001569758105717506,0.5882357153992367,-0.000481488670462058,0.16054273209861158,-0.03391427586342369,10.250849426950662,0.0005630134618463934,0.09967839139462942,0.00026851713311418224,0.4186633891938467,-0.0005267405033820606,0.1861002381641125,0.0004941456358550883,-0.15899352694209953,-0.4045396998315321,0,none
CHITTY,2005,0.00024124610845274556,0.43728667659323306,-0.0020221051291529463,0.7086698649451422,-0.0009154917140263574,0.29269874284210934,-0.057254596283710255,15.558199757287683,0.0004672034455374943,0.14210876487583812,0.00028979886465385456,0.43367941569759205,-0.00020129516327454817,0.105405581473206,0.0003710998354516075,-0.12750524091767151,-0.4139906609601739,0,none
CHITTY,2006,-0.001756931869716911,1.002145448533947,-8.566167511205036e-05,0.29366415384480504,-0.00038617123532795573,0.13877268673277982,-0.04281482771652905,13.310306400217124,0.0012084669758694174,-0.021205964260974097,0.0005419196321207864,0.3676593173167926,-0.0001690096821023862,0.1225670620244827,0.00028574562434976027,-0.11850013666950604,-0.3983603797767804,0,none
CHITTY,2007,-0.0008926835798525809,0.8133780140168558,-0.0024135861139326555,0.758978402293802,0.00047764983088149394,-0.035244155171050826,-0.04457795301804919,12.680380025783315,0.001793489135953538,-0.10248350869243084,0.001666847611016915,0.17132528064447383,-0.0010654429994971732,0.30193165662442434,0.0008707524176297725,-0.22789171832339378,-0.2422869349631587,0,-3
CHITTY,2008,-0.0003560198333718255,0.6647907271663178,-0.0008918192886661356,0.46132882201744363,0.00022875146848108652,0.03261832705487899,-0.05543263270372659,14.603306606091609,0.002137228303248007,-0.14781789267220868,0.0019481952242389328,0.13389320854361308,-0.000316256710779756,0.15006406758855423,0.0005563962865192792,-0.15800964503054388,-0.3983510443854332,0,-2
CHITTY,2009,-0.0013983418642300183,0.9108266622710419,-0.0012235825204076072,0.5441142668333095,-0.0006273366451657851,0.2231692909486474,-0.06251444436211005,16.70218474273306,0.0012083972646929906,0.05017345487421998,0.0007701533327125424,0.39167760990906064,-0.0003919299907484148,0.16868241440924975,0.00042666119410371005,-0.13100751430357013,-0.32828869598601906,0,-1
CHITTY,2010,0.001526487484294005,0.2819365208746678,-0.002624182407937551,0.8191858439693838,0.0014827482863694569,-0.25727780424199853,-0.04034871060051639,12.047882766591126,0.0035671492546146596,-0.5051888473445931,0.0034707609108983544,-0.23372910262697466,-0.0006999069333358584,0.2269015179290475,0.000901600469842114,-0.23834916792710661,1.876826339345992,1,0
CHITTY,2011,-0.000519873162667839,0.7621239608290702,-0.0007046876556930158,0.4102217170198723,0.00019233935224795317,0.048750394431560456,-0.05514946965904173,15.220785791619582,0.002372001387198658,-0.20516572549289613,0.0022629132688090923,0.07497885810874516,-0.0003235539307357633,0.1502856584721257,0.000573216260749183,-0.1614096109326244,-0.4118725906499664,0,1
CHITTY,2012,-0.001357189816144841,1.0317215704966287,-0.004038283488187629,1.2061662158684934,0.0007160858352910499,-0.038961636437028435,-0.5601769191572072,135.66488654164098,0.0016589512643042856,0.006157112319316482,0.001179866596757742,0.36438071470356803,-0.0015014967671368208,0.4350447505274655,0.0007881297353624422,-0.20942544471212243,-0.35929105797187544,0,-2
CHITTY,2013,0.0008850000131078121,0.5476771970651115,-0.0018311416688741099,0.7050245914288051,0.00012042669365467133,0.11682639147386181,-0.13906903470607912,36.32816198327626,0.002079669301047334,-0.1122042237601385,0.001917977800311419,0.16928267156524912,-0.0005093083707871282,0.21042966424892778,0.0005628307767286178,-0.16363908693574858,-0.18812181267186248,0,-1
CHITTY,2014,-0.001360407133212701,0.974667657526463,-0.0009910819786045036,0.4768804450879012,-0.0003018318936089657,0.15136145457802658,-0.05543658781527985,16.295584543925703,0.0010180714437927321,0.08977079399440946,0.000877903148372865,0.36884821738310825,-0.00040756614468200785,0.17268302177419595,0.00039498741941070654,-0.12487647397348431,1.9670241815251317,1,0
CHITTY,2015,0.0003018870393224518,0.6094650449520417,-0.0001142226548767071,0.2703735082845216,6.0781984178430036e-05,0.07899009486004685,-0.04561583036185575,13.89488113174862,0.0014266201101252578,-0.03460497031614784,0.001270926636636876,0.2376796775223594,-3.029130873955638e-05,0.0852810366394462,0.0002235677999679951,-0.09229629443344065,-0.4140796426017487,0,1
CHITTY,2016,0.00012285334075403222,0.6119136552151079,-0.0009656467196181293,0.44527926411461843,-2.224586956782034e-05,0.08089094925766584,-0.06563987327990845,17.056681768764804,0.0014962192557594085,-0.0682343018161311,0.0010475849297662447,0.2740497811789531,-0.00031053559306124304,0.14069162094515186,0.00043468449416546263,-0.13937256193469502,-0.4008564743517922,0,none
CHITTY,2017,-0.0005157598243561495,0.7902191718527376,-0.000731494105012687,0.40242752795156744,-0.0002325445794842517,0.1581639287600285,-0.0623575070231558,17.240059074135523,0.0007818965626664766,0.09153641383081645,0.0003722470441427997,0.42900483706232206,-0.0003360186933365466,0.1498411882828389,0.0002923872968753771,-0.10873262956630622,-0.34898005914418817,0,none
KLOO,1988,-0.001946992045764909,1.0698084290483207,-0.0018131601103603553,0.7138007469855162,-0.001353698317145149,0.36631008254211217,-0.09954761042494482,25.608816895687088,-0.0006422198635550325,0.3714120452855624,-0.0009930291195733697,0.7193552456500936,-0.0008240114937017965,0.2862764414246015,0.00041008080278996157,-0.15811220511615426,-0.3280536594233957,0,none
KLOO,1989,-0.00029959173125642443,0.725385001629592,-0.00124251509862232,0.6043435064033423,-0.0004969987790809262,0.17788889033068486,-0.06658483802726045,17.874030142321935,0.00037237332090762584,0.16352966111522038,0.000531555300988357,0.40102818284219743,-0.00038203208877561363,0.20087552912360088,0.0003462654219720364,-0.14749081907612635,-0.6510223467445321,0,none
KLOO,1990,-0.0008125080984239469,0.7878026761115584,1.9644717586119083e-06,0.335510160704381,-0.0007560469151658122,0.2381477146026329,-0.022875416265379138,8.479813444898188,0.00021119375027096703,0.21425834864748394,7.250839800569675e-05,0.5124131145166632,-0.00014600440093855051,0.14151084300385217,0.00015683679694205915,-0.09686998985598494,-0.34055987284359024,0,-3
KLOO,1991,-0.00267482172428362,1.2320210221813115,-0.0027823995036895515,0.9491505737872477,-0.0012414754250309485,0.35720394853998627,0.0027697306764211047,0.07057566049367914,-0.0014362968428660696,0.6288126025079159,-0.0016452968329194028,0.9314751772840668,-0.00103093528415849,0.3371902273456229,0.00023404681352225262,-0.10411274646521174,-0.6424827613287539,0,-2
KLOO,1992,-0.0018604640255122096,0.9432029875254742,-0.0011568060135224833,0.5404888855552901,-0.0006177028159424515,0.18407344926251998,-0.05899066950372807,14.74514124297922,0.0008477668727504897,0.09459697852187277,0.0005581018665195316,0.4149137417704476,-0.00036526440893068827,0.17545328886207695,0.00041866185628718566,-0.14113673774020838,-0.10407712356004316,0,-1
KLOO,1993,-0.003117867860903148,1.1830049573620967,0.0006221762510962682,0.09994175194056848,-0.00261356442484322,0.6015583940480447,-0.03701563600902483,10.303551426931888,-0.007666787390424702,1.9274216597400298,-0.007846288096569135,2.2339035503957647,-0.0001863051083921117,0.09291260886688951,-0.0018716077992010833,0.361932972686277,1.6113842682812212,1,0
KLOO,1994,-0.0011946728240982796,0.870209007267683,2.531371716810766e-05,0.3025083748267945,-0.0002442950219997682,0.117570727638868,-0.05610457419628861,13.248052549904259,0.0006387238118959295,0.130064897143433,0.0006945426694170533,0.3777191305724834,-0.0002949668439792559,0.1632735375160596,0.00034823099924556053,-0.13092311703594012,-0.6370450357740222,0,1
KLOO,1995,-0.00042783464863123746,0.6983358523379635,-0.0026859702661652194,0.8804991168700476,-0.0019854554165327043,0.4502901106129855,-0.046197595318294704,14.022208298066442,0.00040091701421916207,0.15908340653913067,0.0006230061000361518,0.3513867128099122,-0.0013608100332072348,0.39100458729028204,0.0009818223931104225,-0.27707478028412325,0.4036203197597568,0,-3
KLOO,1996,5.2429320839404193e-05,0.5617107899630028,0.004281934069598625,-0.6545036768555705,-0.0003443579254571428,0.11923818265829551,-0.05160011916101101,13.520076732871996,0.0008045182242545465,0.026986189311543507,0.000875490185068857,0.262014161418354,0.0017638312636239352,-0.29970702616566847,-0.001071297967712177,0.18397595669102895,-0.09143544302014173,0,-2
KLOO,1998,0.0008045770222694761,0.3797178600527167,-7.524294883394164e-05,0.29713846506421737,-0.0006682751724104156,0.2039347533387199,0.008670301533576716,1.3159197145223995,0.001263905198693165,-0.07814204109794282,0.0012242503937653177,0.17881867200729906,0.00022471405243937065,0.03887795347240114,0.00028552991765053913,-0.1339142308220088,2.272675839318608,1,0
KLOO,1999,0.00156880606211318,0.24618489089295958,-0.0016186176237156847,0.6111795731365858,-0.0016645364712401952,0.4056384847558391,-0.07293746301131036,17.38919110709468,0.0008378947890947432,0.010229193131760295,0.0009350172089193599,0.24295850442552624,-2.2961278064175797e-05,0.08960049280967923,0.0003730135462863541,-0.14816733715677233,-0.2639618444966942,0,1
KLOO,2000,0.00045553514865903297,0.5437129091315258,-0.0005391631753845988,0.39978814589786493,0.00024482516792400646,0.0100625960844139,-0.01607403382316684,7.422266109044671,0.0016703304896864483,-0.1406345315272739,0.0016156372532065456,0.12029651234999061,-0.00038874088514437646,0.1710968535448695,0.0006877925506410921,-0.21109021221057933,-0.6404223917247799,0,none
KLOO,2001,-8.339965708037802e-05,0.6935839568591947,-0.002061235329183574,0.7511817868960562,-0.000402255040532164,0.171810994393716,-0.06958367541460048,19.170923994729208,0.000703757624185303,0.09092033230353114,0.001083930155326551,0.26861936531452896,-0.0007611561645990768,0.2642491323298054,0.0004739007901624229,-0.16936768274485337,-0.4878023182163881,0,none
KLOO,2002,-0.0013455087566415658,0.9139176961485143,-0.002369158010460516,0.740888348147162,-0.0005915484869240024,0.1890380857379904,-0.04393516370056222,12.589035390914232,0.0010775774240574364,0.017131259585687564,0.00104213508132181,0.27405590943249836,-0.0008619202450899502,0.2601371020030136,0.0006200696605546909,-0.18672296269777688,-0.2636972571794337,0,-3
KLOO,2003,-0.001975704668264542,1.0275801994962603,-0.0013614992005228567,0.56213967145037,-0.0006532145753012111,0.19924845919519402,-0.03534226131958222,10.989527783070077,0.0009492257959897378,0.035440581326054266,0.0008572587693641831,0.29084938094384527,-0.000522042123011062,0.19651759912646116,0.0007427249838190705,-0.21213260835524056,-0.5800155601319475,0,-2
KLOO,2004,-0.0018473866871920467,0.9868768197443953,-0.0011411956917777425,0.5127116868258002,-0.0006595453128236718,0.19777002664918983,-0.049369245360215364,14.032945150840456,0.00013045482019772865,0.18716931331297415,8.344830989670754e-05,0.4587028197461804,-0.000541862608640258,0.19884464844406652,0.0002764356472189064,-0.11789398160785276,-0.5595935447388415,0,-1
KLOO,2005,-0.0008320979238281307,0.6898906751961633,-0.0011977037392405846,0.4995453874436948,-0.0013215430156042888,0.35930985318235314,-0.03839283264467359,10.450572298093105,-0.0008926423660394651,0.4280004639760729,-0.0013307191318151258,0.7840175322370493,-0.0005349851539769764,0.18908025412593396,9.041859625404515e-05,-0.06944357413977584,1.051434201604879,1,0
KLOO,2006,0.00034964900284473405,0.5290721040729152,0.0002231751440512238,0.24151083722004527,0.00011171633879670888,0.023484356778927573,0.006707307561031977,1.8755296587374346,0.0017077454308214914,-0.14172247968501245,0.001441048662353,0.15826505926041456,0.00042315704105730487,0.0027301148555965065,0.00026599624916587625,-0.12086030200066833,-0.6432301114122901,0,1
KLOO,2007,-0.0021789788431607325,1.0661557971234443,-0.0015212633488043028,0.6010732298230371,2.831103949506246e-05,0.03948277821850797,-0.05341486067066909,13.430625470869249,0.0002008516086699772,0.17561848987820178,-4.9134821120348955e-05,0.47185341682495596,-0.0006667451687347859,0.23082358177775184,0.00042903641887406016,-0.15553372099473012,-0.3890364742016285,0,-3
KLOO,2008,-0.002095174320016229,1.048276273101333,-0.0014677814590245203,0.5926944273870307,-0.0006250813471332579,0.21214265833902876,-0.06720573878341411,17.410092752234263,0.0009635424911339811,0.055368398078018854,0.00057947600477962,0.3778467844722859,-0.0006854637074814873,0.23448142734250538,0.0005348547712535025,-0.16562342840070998,-0.564812499820606,0,-2
KLOO,2009,-0.0022054602603320886,1.0784682752344543,-0.001871823347243647,0.7075816086229756,-0.0014787069320916354,0.38967851068552906,-0.07391730449019207,19.111695945055654,-0.0001972535600833021,0.30450956195110357,-0.000585662773794569,0.6360727288061512,-0.0005964008050385024,0.22255510522897698,0.0003306305077134331,-0.12599447532831076,-0.4625772694838678,0,-1
KLOO,2010,-0.003937735292811061,1.479011539556093,0.0011379518300385603,-0.007922804364741798,-0.00045009982306256887,0.15220515908604842,-0.09024201180309914,23.515587929321477,-0.0025783843871285588,0.7925520383186264,-0.005771879716007108,1.7229184002293634,0.0012018487591309965,-0.17623165975136057,-0.001000087732682329,0.16349203734080003,2.929239548375832,1,0
KLOO,2011,-0.0006494281263213046,0.8017389905738681,-0.0005988298257856616,0.41884047556148585,-0.00042424047902003435,0.17502975752536432,-0.0691088270685734,18.122458621491347,0.0011460872254726194,0.02866414079886348,0.000783520089721202,0.3619316479089032,-0.0005491639496322057,0.2069221293572951,0.0004495331322285945,-0.14689614784772953,-0.6509485637745014,0,1
KLOO,2012,-0.004750909270833326,1.82257181382489,0.00035233745628966,0.21114926227397746,-0.003910381534278784,1.0372952092187888,-0.5891376350891684,142.50942815190064,-0.002476630253444731,0.9182841077337418,-0.003691137172478376,1.4585211811588934,0.0014505301117878136,-0.23818939868016553,-0.0012069685653772807,0.24150869198654001,-0.3931818077329202,0,-2
KLOO,2013,0.00012607611381156188,0.7043918662357478,-0.0010226447861011881,0.5489642122475422,-0.0006012042591727368,0.2578381086124172,-0.09809550836895817,26.083896421942477,0.0005126393525709495,0.20395863199660935,0.00047030168705789865,0.45380256648972206,-0.00032039888969820764,0.18268276293023689,0.00033829051584247387,-0.12405512651992809,-0.3484046686249132,0,-1
